Manufacturer,Model,Engine size,Fuel type,Year of manufacture,Mileage,Price,False
Toyota,Prius,1.0,Hybrid,2014,87670,16604,Volkswagen
Ford,Fiesta,1.2,Petrol,2008,101633,6104,Volkswagen
Volkswagen,Golf,1.8,Petrol,2013,30523,20289,Volkswagen
Toyota,RAV4,1.8,Hybrid,2002,83878,12082,Volkswagen
BMW,M5,5.0,Petrol,2013,81019,58129,Volkswagen
Volkswagen,Passat,2.0,Diesel,2000,151866,4981,Volkswagen
Volkswagen,Passat,2.0,Diesel,2010,65939,18409,Volkswagen
Ford,Focus,1.0,Petrol,1991,243626,787,Volkswagen
Volkswagen,Polo,2.0,Petrol,2008,99555,8211,Volkswagen
Ford,Mondeo,1.4,Hybrid,2010,48413,18636,Volkswagen
Volkswagen,Golf,2.0,Hybrid,2018,25792,36796,Volkswagen
Porsche,Cayenne,2.6,Petrol,2000,152176,8144,Volkswagen
Volkswagen,Golf,1.8,Petrol,2005,137228,5673,Volkswagen
Volkswagen,Passat,1.6,Diesel,2009,94825,12618,Volkswagen
Volkswagen,Passat,2.0,Petrol,2017,28509,35204,Volkswagen
Toyota,Prius,1.8,Hybrid,2014,18922,34329,Volkswagen
Volkswagen,Passat,1.4,Diesel,1991,102128,3371,Volkswagen
Porsche,718 Cayman,2.0,Petrol,2008,105060,14870,Volkswagen
Volkswagen,Passat,1.6,Petrol,1992,185871,1868,Volkswagen
Volkswagen,Passat,2.0,Diesel,1989,224939,1270,Volkswagen
Toyota,Yaris,1.2,Petrol,2010,91156,8712,Volkswagen
Volkswagen,Polo,1.6,Petrol,1990,78154,2574,Volkswagen
Toyota,Yaris,1.4,Hybrid,1994,151869,2435,Volkswagen
BMW,Z4,2.4,Petrol,2013,36687,29695,Volkswagen
Ford,Mondeo,1.6,Diesel,2002,143330,5165,Volkswagen
Volkswagen,Passat,2.0,Diesel,2012,74311,19890,Volkswagen
Ford,Mondeo,2.0,Diesel,2006,98648,10634,Volkswagen
Volkswagen,Golf,1.2,Petrol,1988,368163,181,Volkswagen
Toyota,Prius,1.4,Hybrid,2017,29237,34903,Volkswagen
Toyota,RAV4,2.2,Hybrid,1993,123903,5456,Volkswagen
Toyota,Prius,1.4,Hybrid,2011,41559,21762,Volkswagen
Volkswagen,Passat,2.0,Petrol,2014,57795,24135,Volkswagen
Ford,Mondeo,1.6,Hybrid,1995,117678,4529,Volkswagen
Toyota,Prius,1.8,Hybrid,2011,93143,17542,Volkswagen
Toyota,Yaris,1.2,Petrol,1998,193220,1727,Volkswagen
BMW,X3,2.4,Diesel,2011,34776,28976,Volkswagen
BMW,X3,3.0,Petrol,1997,136841,5946,Volkswagen
BMW,M5,4.4,Petrol,2013,117348,41843,Volkswagen
Toyota,Yaris,1.0,Petrol,2008,83021,7371,Volkswagen
Toyota,Yaris,1.4,Hybrid,1988,205673,1030,Volkswagen
Volkswagen,Polo,1.0,Petrol,2006,156993,3243,Volkswagen
Ford,Fiesta,1.4,Hybrid,2014,26972,19231,Volkswagen
Ford,Fiesta,1.2,Petrol,2011,42912,11063,Volkswagen
Toyota,RAV4,2.4,Hybrid,2020,10669,72656,Volkswagen
Volkswagen,Passat,1.6,Diesel,2007,105730,10196,Volkswagen
Toyota,RAV4,1.8,Petrol,2016,50436,31945,Volkswagen
Ford,Mondeo,2.0,Hybrid,2007,119774,11090,Volkswagen
Ford,Focus,1.6,Petrol,1998,158836,3349,Volkswagen
Ford,Mondeo,1.8,Diesel,2011,47330,19897,Volkswagen
Volkswagen,Polo,1.4,Petrol,2018,47870,18973,Volkswagen
Volkswagen,Polo,1.2,Petrol,2019,16919,22470,Volkswagen
Volkswagen,Polo,1.6,Petrol,1988,226717,673,Volkswagen
Toyota,RAV4,1.8,Hybrid,2018,34549,48218,Volkswagen
Volkswagen,Golf,2.0,Hybrid,2017,27413,34108,Volkswagen
Toyota,Prius,1.0,Hybrid,1999,136021,4244,Volkswagen
Ford,Fiesta,1.4,Diesel,1999,191835,1830,Volkswagen
BMW,M5,5.0,Petrol,1986,205547,3542,Volkswagen
Volkswagen,Polo,1.2,Diesel,1996,98328,3028,Volkswagen
Toyota,Yaris,1.4,Hybrid,1995,201661,1702,Volkswagen
Toyota,Prius,1.8,Hybrid,2018,29378,42271,Volkswagen
Volkswagen,Polo,1.2,Petrol,2018,32322,19280,Volkswagen
Volkswagen,Polo,1.6,Petrol,2014,47131,15606,Volkswagen
Volkswagen,Golf,2.0,Petrol,1988,258315,668,Volkswagen
Volkswagen,Golf,2.0,Petrol,2014,66120,18345,Volkswagen
Volkswagen,Polo,1.6,Petrol,2014,62309,14176,Volkswagen
Volkswagen,Golf,1.8,Petrol,2005,107889,7117,Volkswagen
Ford,Fiesta,1.0,Petrol,2014,56227,11356,Volkswagen
Ford,Focus,2.0,Hybrid,2006,127527,9860,Volkswagen
Ford,Mondeo,2.0,Diesel,1984,423108,129,Volkswagen
Porsche,911,2.6,Petrol,2008,90986,33128,Volkswagen
Toyota,RAV4,1.8,Petrol,2016,17385,38744,Volkswagen
BMW,Z4,2.2,Petrol,2014,43079,29250,Volkswagen
BMW,Z4,2.0,Petrol,2014,62333,24709,Volkswagen
Porsche,Cayenne,4.0,Petrol,2016,26695,71035,Volkswagen
Ford,Mondeo,1.6,Hybrid,1995,168749,3000,Volkswagen
Toyota,RAV4,2.4,Hybrid,2005,128000,12284,Volkswagen
Toyota,RAV4,1.8,Hybrid,2015,38321,38609,Volkswagen
BMW,X3,2.0,Diesel,2007,143363,9423,Volkswagen
Ford,Fiesta,1.0,Petrol,2008,88104,6143,Volkswagen
Ford,Focus,1.4,Petrol,2012,87716,13798,Volkswagen
Volkswagen,Golf,1.8,Hybrid,1988,291159,559,Volkswagen
Volkswagen,Passat,1.4,Diesel,2004,102074,8022,Volkswagen
Volkswagen,Polo,1.4,Petrol,2000,211953,1601,Volkswagen
Volkswagen,Polo,1.6,Petrol,2018,38581,21459,Volkswagen
Toyota,Yaris,1.0,Hybrid,1993,82809,3258,Volkswagen
Ford,Focus,1.8,Petrol,2013,30166,24204,Volkswagen
Volkswagen,Polo,1.2,Petrol,1997,215605,1174,Volkswagen
Porsche,Cayenne,3.0,Petrol,1998,106805,10928,Volkswagen
Toyota,RAV4,2.0,Hybrid,1995,206369,2981,Volkswagen
Ford,Focus,1.8,Diesel,2015,42121,27063,Volkswagen
Volkswagen,Polo,1.4,Petrol,2012,76966,10524,Volkswagen
Ford,Focus,2.0,Hybrid,1997,237443,2110,Volkswagen
Ford,Mondeo,2.0,Diesel,1990,92041,3838,Volkswagen
BMW,Z4,2.4,Petrol,2016,23147,39202,Volkswagen
Ford,Focus,1.8,Petrol,2013,55535,20758,Volkswagen
Toyota,Yaris,1.4,Petrol,2001,165975,2878,Volkswagen
Toyota,Prius,1.0,Hybrid,2016,25635,28167,Volkswagen
Ford,Focus,1.8,Petrol,1988,210708,1165,Volkswagen
Volkswagen,Polo,1.4,Petrol,1991,194986,1021,Volkswagen
Ford,Fiesta,1.0,Petrol,1992,44011,2826,Volkswagen
BMW,Z4,2.2,Petrol,1993,216775,1880,Volkswagen
Volkswagen,Golf,1.6,Diesel,2010,94572,10842,Volkswagen
BMW,X3,3.0,Diesel,2015,32400,42887,Volkswagen
Ford,Focus,1.0,Petrol,1990,146443,1719,Volkswagen
Ford,Mondeo,2.0,Diesel,2014,57192,24079,Volkswagen
Ford,Mondeo,1.8,Petrol,1999,141297,4342,Volkswagen
Ford,Mondeo,1.6,Diesel,2019,28752,35707,Volkswagen
Ford,Focus,1.0,Petrol,1996,32208,5740,Volkswagen
BMW,X3,2.0,Diesel,1996,82187,7178,Volkswagen
Volkswagen,Golf,1.8,Diesel,2008,87757,10566,Volkswagen
Ford,Mondeo,1.4,Diesel,2002,89813,7261,Volkswagen
Ford,Focus,1.0,Petrol,1991,170269,1508,Volkswagen
Volkswagen,Golf,1.2,Diesel,2001,156255,3192,Volkswagen
Ford,Mondeo,1.4,Diesel,2019,22581,34583,Volkswagen
Toyota,Yaris,1.0,Petrol,1991,233773,688,Volkswagen
Ford,Focus,1.8,Diesel,2007,47599,15354,Volkswagen
Toyota,Prius,1.0,Hybrid,2000,210768,2407,Volkswagen
Toyota,RAV4,2.2,Hybrid,2014,61845,34491,Volkswagen
Porsche,718 Cayman,2.0,Petrol,2011,71508,23024,Volkswagen
Ford,Fiesta,1.4,Petrol,2003,85776,5294,Volkswagen
Porsche,Cayenne,3.0,Petrol,2005,75763,21746,Volkswagen
BMW,M5,4.0,Petrol,1994,153695,8422,Volkswagen
Toyota,Yaris,1.4,Hybrid,2014,54526,18872,Volkswagen
Volkswagen,Golf,1.2,Petrol,1992,111204,2382,Volkswagen
Volkswagen,Golf,1.6,Diesel,1993,231976,1116,Volkswagen
Ford,Focus,1.4,Hybrid,1993,178726,2277,Volkswagen
Ford,Mondeo,1.8,Diesel,2000,72034,8149,Volkswagen
Toyota,Prius,1.4,Hybrid,2007,41957,16628,Volkswagen
Ford,Focus,1.8,Diesel,2011,81965,16000,Volkswagen
Toyota,RAV4,2.0,Petrol,1999,137580,5807,Volkswagen
Toyota,RAV4,2.4,Hybrid,2014,52729,38187,Volkswagen
Toyota,RAV4,2.2,Petrol,2001,125760,7639,Volkswagen
Toyota,RAV4,2.4,Petrol,1991,176863,2696,Volkswagen
Volkswagen,Golf,2.0,Diesel,1994,164079,2421,Volkswagen
Volkswagen,Polo,1.6,Petrol,1994,122298,2434,Volkswagen
Porsche,Cayenne,4.0,Petrol,1989,287868,1440,Volkswagen
Toyota,Prius,1.0,Hybrid,2011,72944,15050,Volkswagen
Ford,Focus,1.0,Petrol,2005,19265,11251,Volkswagen
Volkswagen,Golf,1.4,Petrol,1999,139678,3289,Volkswagen
BMW,Z4,2.0,Petrol,1994,188217,2465,Volkswagen
Toyota,Yaris,1.4,Petrol,2012,65957,12784,Volkswagen
Ford,Mondeo,1.4,Diesel,2014,72713,18193,Volkswagen
BMW,Z4,2.0,Petrol,1998,163834,3963,Volkswagen
Toyota,RAV4,2.4,Hybrid,1992,164176,3850,Volkswagen
Ford,Fiesta,1.4,Petrol,1986,219858,571,Volkswagen
Volkswagen,Passat,1.4,Petrol,1991,250522,915,Volkswagen
Volkswagen,Polo,1.4,Petrol,1995,175506,1577,Volkswagen
Ford,Mondeo,1.4,Diesel,2000,85787,6538,Volkswagen
Volkswagen,Golf,1.6,Petrol,2014,54492,17689,Volkswagen
Toyota,Yaris,1.4,Hybrid,1992,230581,1075,Volkswagen
Porsche,Cayenne,2.6,Petrol,2012,50488,38073,Volkswagen
Ford,Mondeo,2.0,Hybrid,1991,133603,3426,Volkswagen
BMW,X3,3.0,Diesel,2015,42685,40350,Volkswagen
Volkswagen,Passat,1.6,Diesel,2019,27981,37891,Volkswagen
Porsche,911,2.6,Petrol,1992,256707,2831,Volkswagen
Porsche,911,3.5,Petrol,2004,131771,21662,Volkswagen
Toyota,Prius,1.4,Hybrid,1996,176523,2942,Volkswagen
BMW,Z4,2.4,Petrol,1998,126218,5887,Volkswagen
Ford,Mondeo,1.8,Diesel,1986,225782,926,Volkswagen
Ford,Focus,2.0,Diesel,2020,20594,45085,Volkswagen
Toyota,Yaris,1.2,Hybrid,2021,12930,35513,Volkswagen
Toyota,RAV4,1.8,Hybrid,2009,42256,25277,Volkswagen
Volkswagen,Passat,1.8,Diesel,2005,38516,14863,Volkswagen
Porsche,911,3.5,Petrol,2003,143759,18415,Volkswagen
Volkswagen,Polo,1.0,Petrol,2020,10864,22648,Volkswagen
Ford,Focus,1.8,Petrol,2017,12304,34881,Volkswagen
Ford,Fiesta,1.4,Petrol,2005,101428,5406,Volkswagen
Volkswagen,Passat,2.0,Diesel,2011,94841,16118,Volkswagen
Toyota,Yaris,1.4,Hybrid,1996,141383,3030,Volkswagen
Volkswagen,Passat,1.6,Diesel,2007,161908,6538,Volkswagen
Volkswagen,Passat,2.0,Diesel,1998,113616,5897,Volkswagen
Toyota,Prius,1.8,Hybrid,2009,85257,16236,Volkswagen
Volkswagen,Passat,1.4,Diesel,2005,179531,4611,Volkswagen
Ford,Fiesta,1.0,Petrol,2013,66428,9943,Volkswagen
Ford,Focus,1.0,Diesel,1991,294889,511,Volkswagen
Toyota,Yaris,1.0,Petrol,1999,198414,1610,Volkswagen
Volkswagen,Golf,1.2,Diesel,2004,157114,3871,Volkswagen
Ford,Mondeo,1.6,Hybrid,1991,182902,2037,Volkswagen
Ford,Mondeo,1.6,Diesel,2001,92589,7120,Volkswagen
Ford,Focus,1.6,Petrol,2018,37626,30490,Volkswagen
Ford,Fiesta,1.0,Petrol,2003,93112,4247,Volkswagen
Volkswagen,Passat,1.4,Diesel,1998,117755,4781,Volkswagen
Toyota,Prius,1.8,Hybrid,1998,224484,2499,Volkswagen
Volkswagen,Passat,1.6,Diesel,1988,186308,1497,Volkswagen
Porsche,911,2.2,Petrol,2015,14648,78464,Volkswagen
Volkswagen,Polo,1.2,Petrol,2014,48541,13398,Volkswagen
Volkswagen,Golf,1.6,Diesel,2002,112313,5580,Volkswagen
Volkswagen,Passat,1.8,Diesel,2002,134369,6218,Volkswagen
Ford,Focus,1.0,Diesel,2011,40739,15579,Volkswagen
Ford,Fiesta,1.4,Petrol,2012,85016,9698,Volkswagen
Volkswagen,Golf,1.4,Petrol,2004,141339,4529,Volkswagen
Ford,Mondeo,1.8,Diesel,2007,130669,8458,Volkswagen
BMW,Z4,2.2,Petrol,2016,38167,34422,Volkswagen
Volkswagen,Passat,1.4,Diesel,2018,44230,30130,Volkswagen
Volkswagen,Polo,1.6,Petrol,2013,76241,12085,Volkswagen
Toyota,Prius,1.0,Hybrid,1988,189580,1303,Volkswagen
Volkswagen,Passat,1.4,Diesel,1992,187205,1814,Volkswagen
Toyota,RAV4,1.8,Hybrid,2022,5924,73695,Volkswagen
Volkswagen,Polo,1.4,Petrol,2015,34154,16869,Volkswagen
BMW,M5,5.0,Petrol,1989,246992,2973,Volkswagen
Ford,Focus,1.6,Petrol,2018,16301,34408,Volkswagen
Ford,Mondeo,1.8,Hybrid,2017,42961,34841,Volkswagen
Volkswagen,Polo,1.4,Petrol,2013,86298,10544,Volkswagen
BMW,X3,2.0,Petrol,2012,52646,24158,Volkswagen
Ford,Fiesta,1.4,Petrol,2002,117608,3920,Volkswagen
Toyota,Prius,1.4,Hybrid,2006,33928,16315,Volkswagen
Volkswagen,Polo,1.2,Petrol,1990,184778,966,Volkswagen
Volkswagen,Polo,1.2,Petrol,2000,127525,3019,Volkswagen
Toyota,Yaris,1.2,Petrol,2005,118954,5081,Volkswagen
Ford,Fiesta,1.4,Petrol,2005,141698,3963,Volkswagen
Ford,Focus,1.4,Petrol,2017,41236,26112,Volkswagen
Volkswagen,Passat,1.6,Diesel,2019,31594,37113,Volkswagen
BMW,M5,4.4,Petrol,2019,24047,116314,Volkswagen
Volkswagen,Golf,1.8,Petrol,1995,213445,1523,Volkswagen
Volkswagen,Polo,2.0,Diesel,2014,68273,16001,Volkswagen
Toyota,RAV4,2.4,Hybrid,2015,58819,39269,Volkswagen
Porsche,911,3.0,Petrol,2013,49491,65532,Volkswagen
Ford,Fiesta,1.2,Petrol,2002,159731,2592,Volkswagen
Ford,Mondeo,1.4,Diesel,1992,220667,1277,Volkswagen
Ford,Fiesta,1.4,Diesel,2010,70473,9845,Volkswagen
Ford,Focus,1.6,Diesel,1993,86135,4413,Volkswagen
Toyota,Prius,1.0,Hybrid,2013,63336,18329,Volkswagen
Ford,Focus,1.8,Diesel,2002,129335,6181,Volkswagen
BMW,Z4,2.0,Petrol,1987,255330,844,Volkswagen
Ford,Focus,2.0,Diesel,2005,84109,11137,Volkswagen
Toyota,RAV4,2.2,Hybrid,2013,74419,29682,Volkswagen
Volkswagen,Golf,1.2,Petrol,2002,143129,3617,Volkswagen
Toyota,Prius,1.0,Hybrid,2016,46547,24902,Volkswagen
Porsche,Cayenne,3.0,Petrol,2003,112793,14582,Volkswagen
Toyota,RAV4,2.4,Hybrid,2020,24381,67436,Volkswagen
Toyota,Yaris,1.4,Hybrid,2014,57083,18568,Volkswagen
BMW,M5,4.0,Petrol,2001,86749,22445,Volkswagen
Toyota,RAV4,2.0,Hybrid,1992,111969,5331,Volkswagen
Ford,Focus,1.6,Petrol,2001,127032,5286,Volkswagen
Toyota,Yaris,1.2,Hybrid,2010,28462,15657,Volkswagen
Volkswagen,Polo,1.0,Petrol,2015,19355,15503,Volkswagen
Ford,Focus,2.0,Petrol,2022,5224,53245,Volkswagen
Volkswagen,Passat,1.8,Diesel,2018,36939,35692,Volkswagen
Ford,Mondeo,1.6,Diesel,2017,41580,28983,Volkswagen
Toyota,Prius,1.0,Hybrid,2002,116503,6036,Volkswagen
BMW,X3,2.4,Diesel,2012,60965,26350,Volkswagen
BMW,X3,2.4,Diesel,2020,15362,58888,Volkswagen
Ford,Mondeo,1.8,Diesel,1994,132327,3509,Volkswagen
Volkswagen,Golf,2.0,Diesel,2015,60812,21317,Volkswagen
Toyota,Prius,1.0,Hybrid,2011,72247,15120,Volkswagen
Volkswagen,Passat,2.0,Diesel,1995,94920,5544,Volkswagen
Volkswagen,Passat,2.0,Diesel,1995,21565,8866,Volkswagen
BMW,M5,4.0,Petrol,2016,44487,80569,Volkswagen
Toyota,Yaris,1.0,Hybrid,1998,146330,2811,Volkswagen
Volkswagen,Golf,1.2,Petrol,2010,78569,10008,Volkswagen
Volkswagen,Passat,1.6,Diesel,2002,146047,5338,Volkswagen
Ford,Mondeo,2.0,Diesel,1991,159740,2424,Volkswagen
Toyota,Yaris,1.2,Hybrid,1999,69704,5823,Volkswagen
Porsche,718 Cayman,2.0,Petrol,2001,161442,5973,Volkswagen
Ford,Mondeo,1.4,Diesel,1996,233336,1486,Volkswagen
Volkswagen,Golf,2.0,Petrol,1989,255319,734,Volkswagen
Porsche,911,2.2,Petrol,2016,26800,78435,Volkswagen
BMW,X3,3.0,Diesel,1994,184143,3449,Volkswagen
Ford,Mondeo,1.4,Diesel,2007,151645,6302,Volkswagen
Ford,Fiesta,1.2,Petrol,2017,39547,16842,Volkswagen
Toyota,RAV4,1.8,Hybrid,2000,75115,11232,Volkswagen
Ford,Mondeo,1.6,Diesel,2014,46864,22978,Volkswagen
Volkswagen,Golf,1.8,Petrol,2018,36545,27339,Volkswagen
Toyota,Yaris,1.4,Petrol,1997,197114,1687,Volkswagen
Volkswagen,Golf,1.4,Petrol,2008,80141,9359,Volkswagen
Volkswagen,Golf,2.0,Diesel,1997,68007,6124,Volkswagen
Ford,Focus,1.0,Petrol,2003,100549,5835,Volkswagen
Volkswagen,Passat,1.8,Diesel,1985,181056,1360,Volkswagen
Toyota,Prius,1.4,Hybrid,1994,275049,1058,Volkswagen
Volkswagen,Passat,2.0,Diesel,2017,33453,35925,Volkswagen
Ford,Focus,2.0,Diesel,1999,102255,6554,Volkswagen
Toyota,RAV4,2.4,Hybrid,1996,158415,5274,Volkswagen
Toyota,Yaris,1.0,Hybrid,2000,109431,4286,Volkswagen
Toyota,Yaris,1.2,Petrol,2007,129967,5330,Volkswagen
Ford,Mondeo,1.8,Diesel,1998,134527,4502,Volkswagen
Toyota,RAV4,1.8,Petrol,1997,138823,4773,Volkswagen
Ford,Fiesta,1.4,Petrol,2013,68595,11597,Volkswagen
Toyota,Prius,1.8,Hybrid,2020,20625,50736,Volkswagen
BMW,Z4,3.0,Petrol,2010,74869,21325,Volkswagen
Ford,Fiesta,1.0,Petrol,2000,67650,4146,Volkswagen
Ford,Focus,1.8,Diesel,2002,97352,7872,Volkswagen
Toyota,Prius,1.0,Hybrid,2009,61687,14190,Volkswagen
Ford,Focus,2.0,Petrol,2010,90227,14178,Volkswagen
Ford,Mondeo,2.0,Diesel,2010,36318,20968,Volkswagen
Volkswagen,Polo,1.4,Petrol,2007,86407,7062,Volkswagen
Volkswagen,Golf,1.2,Petrol,2007,84876,7843,Volkswagen
BMW,M5,4.0,Petrol,1988,131755,6737,Volkswagen
Ford,Fiesta,1.0,Petrol,1992,171878,1097,Volkswagen
Ford,Mondeo,1.4,Hybrid,1992,267181,951,Volkswagen
Toyota,RAV4,2.2,Hybrid,2013,76610,29243,Volkswagen
Volkswagen,Golf,2.0,Petrol,2003,71028,8528,Volkswagen
Ford,Fiesta,1.4,Diesel,2014,62260,13571,Volkswagen
Ford,Fiesta,1.2,Hybrid,2007,79890,8000,Volkswagen
Ford,Fiesta,1.0,Hybrid,1986,250169,439,Volkswagen
Toyota,Yaris,1.2,Hybrid,2016,56562,19708,Volkswagen
Ford,Mondeo,1.6,Diesel,1991,167885,2025,Volkswagen
Volkswagen,Polo,1.2,Petrol,2019,27089,21237,Volkswagen
BMW,M5,4.4,Petrol,2005,138964,20727,Volkswagen
BMW,M5,4.4,Petrol,2001,76121,25340,Volkswagen
Ford,Fiesta,1.2,Petrol,2012,66881,10159,Volkswagen
Volkswagen,Passat,1.4,Diesel,2006,91101,9925,Volkswagen
BMW,M5,5.0,Petrol,2014,50387,76019,Volkswagen
Toyota,Yaris,1.2,Hybrid,1993,183262,1619,Volkswagen
Ford,Mondeo,2.0,Diesel,1995,179962,2668,Volkswagen
Volkswagen,Passat,2.0,Petrol,2008,41070,17949,Volkswagen
Toyota,Yaris,1.4,Hybrid,1993,141828,2472,Volkswagen
Ford,Focus,1.0,Petrol,2005,9000,11887,Volkswagen
Ford,Fiesta,1.4,Petrol,2018,38463,19572,Volkswagen
BMW,Z4,3.0,Petrol,1995,185606,3302,Volkswagen
Ford,Fiesta,1.2,Petrol,1995,224174,927,Volkswagen
Ford,Focus,1.4,Diesel,2012,68505,16528,Volkswagen
Ford,Focus,1.6,Diesel,2000,210675,2569,Volkswagen
Toyota,RAV4,2.4,Petrol,2013,45492,31137,Volkswagen
Toyota,Prius,1.8,Hybrid,2002,113773,8268,Volkswagen
Toyota,RAV4,2.0,Hybrid,2011,101315,20483,Volkswagen
Ford,Focus,1.4,Petrol,2004,121485,6305,Volkswagen
Toyota,Yaris,1.0,Petrol,1999,223710,1285,Volkswagen
Toyota,RAV4,2.2,Hybrid,2015,33088,44018,Volkswagen
Toyota,RAV4,2.4,Hybrid,2004,64256,18207,Volkswagen
Volkswagen,Polo,1.4,Petrol,2007,165397,3825,Volkswagen
Porsche,718 Cayman,2.4,Petrol,2011,81046,23634,Volkswagen
Ford,Mondeo,1.8,Diesel,1994,179184,2384,Volkswagen
Ford,Mondeo,1.8,Petrol,2018,20250,35392,Volkswagen
Volkswagen,Golf,1.8,Hybrid,1995,212410,1845,Volkswagen
Volkswagen,Passat,2.0,Diesel,2015,46945,28999,Volkswagen
Ford,Focus,1.4,Petrol,2006,53629,11619,Volkswagen
Volkswagen,Golf,1.4,Petrol,2015,75269,15431,Volkswagen
BMW,Z4,2.2,Petrol,1992,198260,2073,Volkswagen
Volkswagen,Golf,1.4,Petrol,2009,53620,11921,Volkswagen
Ford,Fiesta,1.0,Petrol,1993,193270,975,Volkswagen
Volkswagen,Golf,1.8,Petrol,1988,155025,1581,Volkswagen
Ford,Fiesta,1.2,Petrol,2012,39162,12095,Volkswagen
Volkswagen,Golf,2.0,Diesel,1992,137183,2640,Volkswagen
Volkswagen,Polo,1.6,Petrol,1996,176352,1790,Volkswagen
Volkswagen,Passat,1.8,Petrol,2006,58785,13347,Volkswagen
Toyota,Yaris,1.0,Hybrid,2008,126055,6435,Volkswagen
Toyota,RAV4,2.0,Petrol,2002,97732,9616,Volkswagen
BMW,M5,5.0,Petrol,2015,42756,85160,Volkswagen
Ford,Mondeo,2.0,Diesel,2019,11406,43918,Volkswagen
Volkswagen,Golf,2.0,Diesel,1992,151943,2343,Volkswagen
Ford,Mondeo,1.6,Diesel,1992,18024,6266,Volkswagen
Toyota,RAV4,2.4,Hybrid,2003,88296,14458,Volkswagen
BMW,X3,2.4,Diesel,2007,131252,11370,Volkswagen
Toyota,Prius,1.0,Hybrid,1987,70221,3094,Volkswagen
Ford,Fiesta,1.4,Petrol,1994,198273,1180,Volkswagen
Toyota,Yaris,1.0,Petrol,2017,39097,17850,Volkswagen
BMW,X3,2.0,Petrol,2006,56097,15844,Volkswagen
BMW,Z4,2.2,Petrol,2012,90003,18783,Volkswagen
Toyota,RAV4,2.4,Hybrid,2014,57490,37051,Volkswagen
Ford,Focus,1.6,Petrol,2003,181842,3847,Volkswagen
Ford,Mondeo,2.0,Diesel,2012,42843,23042,Volkswagen
Toyota,Prius,1.0,Hybrid,2009,95001,11291,Volkswagen
Toyota,RAV4,2.4,Hybrid,1986,203022,1846,Volkswagen
Toyota,RAV4,1.8,Petrol,2004,159477,6431,Volkswagen
BMW,M5,4.0,Petrol,1991,201302,4591,Volkswagen
Toyota,Yaris,1.2,Hybrid,2018,22658,27576,Volkswagen
Ford,Fiesta,1.0,Hybrid,1990,200738,897,Volkswagen
Ford,Mondeo,1.8,Hybrid,1993,188225,2357,Volkswagen
Ford,Fiesta,1.2,Petrol,1994,226288,851,Volkswagen
Ford,Focus,2.0,Petrol,2009,64760,15789,Volkswagen
Volkswagen,Golf,2.0,Diesel,1997,281187,1032,Volkswagen
Ford,Focus,1.4,Petrol,1991,253628,849,Volkswagen
Toyota,Prius,1.8,Hybrid,2008,116195,12110,Volkswagen
Volkswagen,Polo,1.6,Petrol,1999,152813,2663,Volkswagen
Ford,Focus,2.0,Petrol,2007,107671,10222,Volkswagen
Toyota,RAV4,2.2,Petrol,1986,122853,2874,Volkswagen
Volkswagen,Golf,2.0,Petrol,2001,194473,2834,Volkswagen
Ford,Fiesta,1.4,Petrol,1985,270929,334,Volkswagen
Toyota,Yaris,1.2,Hybrid,2021,16105,34914,Volkswagen
Ford,Mondeo,1.4,Diesel,1997,178407,2585,Volkswagen
Volkswagen,Passat,1.4,Diesel,2020,7810,42286,Volkswagen
Toyota,Yaris,1.4,Hybrid,2000,155334,3531,Volkswagen
Volkswagen,Passat,2.0,Diesel,1998,246655,1898,Volkswagen
Ford,Fiesta,1.0,Petrol,2013,60843,10313,Volkswagen
Toyota,Prius,1.4,Hybrid,2013,68093,21018,Volkswagen
Toyota,Prius,1.8,Hybrid,2021,12850,56567,Volkswagen
Toyota,Yaris,1.2,Hybrid,2005,74043,8438,Volkswagen
Ford,Fiesta,1.2,Petrol,1998,196485,1449,Volkswagen
Volkswagen,Polo,2.0,Petrol,2011,92591,10548,Volkswagen
Volkswagen,Polo,1.6,Petrol,2003,156793,3364,Volkswagen
Volkswagen,Passat,1.4,Diesel,2001,85660,7391,Volkswagen
Ford,Fiesta,1.2,Petrol,1996,130943,2194,Volkswagen
Volkswagen,Golf,1.8,Diesel,2005,111342,7282,Volkswagen
Ford,Focus,1.6,Petrol,2012,90101,14503,Volkswagen
Volkswagen,Polo,2.0,Petrol,2013,69931,14100,Volkswagen
BMW,Z4,3.0,Petrol,2006,57003,18374,Volkswagen
Ford,Focus,2.0,Petrol,2006,132620,7894,Volkswagen
Ford,Focus,1.8,Petrol,1998,138634,4188,Volkswagen
Ford,Fiesta,1.2,Petrol,2018,25148,19572,Volkswagen
Ford,Fiesta,1.4,Petrol,2020,18376,25079,Volkswagen
Ford,Focus,1.6,Petrol,2003,135441,5653,Volkswagen
Ford,Focus,1.8,Diesel,2008,143025,8269,Volkswagen
Ford,Mondeo,1.6,Diesel,2002,135748,5489,Volkswagen
Ford,Focus,1.6,Petrol,2016,31974,27583,Volkswagen
Toyota,Yaris,1.4,Petrol,2013,66454,13620,Volkswagen
BMW,X3,2.0,Diesel,2008,85644,15595,Volkswagen
Toyota,Prius,1.0,Hybrid,2016,65417,22084,Volkswagen
BMW,Z4,2.2,Petrol,2012,79330,20239,Volkswagen
BMW,M5,4.4,Petrol,2008,129383,27313,Volkswagen
Ford,Fiesta,1.2,Petrol,1996,86138,3065,Volkswagen
